epoch,train_loss,train_acc,val_loss,val_acc
1,0.84172195256167,0.8612877583465819,0.08394713565572962,0.9897397397397397
2,0.42989074768499524,0.9890037095919448,0.07896860865680305,0.98998998998999
3,0.40709020766746956,0.993993993993994,0.0549904727810496,0.9977477477477478
4,0.396200159000984,0.9963787316728493,0.05531270550312223,0.997997997997998
5,0.3882339435496783,0.9985868221162338,0.051223208820139685,0.998998998998999
6,0.38392301681626706,0.9993817346758523,0.04984333943407815,0.9997497497497497
7,0.3831122063049009,0.99942589648472,0.04931377373389654,0.9997497497497497
8,0.3819304359736238,0.9997791909556616,0.0491282049309205,0.9997497497497497
